22.82812,-77.42188,-353.4531,-586.7188,-698.6875,-573.5156,-292.8281,-113.8594,-58.34375,-53.95312,-19.46875,-13.60938,-19.23438,-47.59375,-30.48438,-51.5,-106.5156,-71.54688,-21.4375,-20.45312,-87.9375,-96.73438,-65.20312,-63.73438,-46.60938,-35.60938,-46.125,-83.29688,-111.1562,-92.34375,-74.73438,-64.70312,-55.65625,-57.125,-58.59375,-95.03125,-142.2188,-114.3438,-97.21875,-57.85938,-48.07812,-36.10938,-56.39062,-78.64062,-74,-45.39062,-54.1875,-50.28125,-91.84375,-56.15625,-12.625,-45.64062,-41.48438,-59.07812,-58.59375,-39.28125,-17.28125,-24.35938,-12.39062,7.171875,31.625,-10.67188,-60.3125,-39.03125,-23.875,-25.82812,-38.54688,-24.60938,-14.09375,-31.21875,-43.92188
-32.5625,-101.2656,-394.4219,-688.7969,-762.3906,-595.1562,-313.4844,-146.5,-86.84375,-29.875,11.6875,-28.15625,-13.48438,-34.26562,-57.98438,-58.48438,-43.07812,-42.82812,-46.5,-25.71875,-17.89062,-50.65625,-33.29688,-0.046875,-1.265625,-44.29688,-86.84375,-58.23438,-45.28125,-43.5625,-37.20312,-44.04688,0.6875,-12.01562,-14.21875,15.60938,-34.26562,-58.48438,-19.10938,4.84375,14.625,18.54688,-5.421875,19.76562,12.92188,39.5625,39.5625,32.96875,22.9375,-9.328125,-4.203125,38.34375,75.01562,38.82812,19.03125,4.109375,-7.375,-36.46875,-45.03125,7.78125,35.90625,8.265625,-17.89062,-22.78125,-57.75,-51.875,-27.92188,-25.46875,-34.76562,-68.25,-92.70312
-30.54688,-18.07812,-103.6562,-606.5781,-1031.766,-878.7031,-455.4844,-178.4688,-76.01562,-19.54688,-24.4375,-20.76562,-34.21875,26.42188,37.67188,-19.29688,-17.82812,-29.5625,-32.75,-31.03125,-23.70312,-20.03125,-16.60938,15.17188,45.98438,-18.07812,-34.95312,-12.45312,5.890625,26.17188,7.359375,-8.046875,-2.421875,12.48438,11.01562,-5.109375,8.078125,28.875,14.20312,6.125,38.40625,29.60938,3.6875,29.84375,15.90625,-11.96875,-0.234375,5.640625,3.4375,-8.296875,-35.92188,-44.71875,-39.10938,-6.578125,-31.03125,-32.98438,-2.421875,-23.9375,0.5,-0.953125,1,-7.5625,2.46875,-17.34375,-53.53125,-41.54688,-64.04688,-28.09375,2.21875,-43.75,-31.76562
-78.1875,-97.01562,-281.8594,-623.6719,-807.2812,-783.8125,-784.0625,-698.2344,-396.0312,-159.6094,-94.32812,-56.42188,-28.79688,-19.51562,-14.85938,21.5625,20.09375,-21.95312,-53,-41.51562,-41.76562,-53.98438,-69.875,-65.96875,-39.3125,-49.57812,-43.21875,-3.609375,11.29688,-6.3125,-28.79688,-23.67188,20.59375,16.67188,-12.42188,-47.875,-46.65625,-26.59375,-38.82812,-45.67188,-61.8125,-25.625,-25.375,-27.57812,-10.46875,-41.03125,-26.35938,-54.23438,-48.35938,-47.625,-72.32812,-82.82812,-88.45312,-80.64062,-55.6875,-9.484375,6.15625,-25.625,-7.046875,19.85938,-1.65625,-9.734375,-40.04688,-80.875,-66.9375,-76.48438,-83.5625,-50.3125,-37.35938,-41.76562,-3.859375
13.32812,-5.984375,-190.8281,-496.2031,-627.5,-684.7188,-564.9062,-262.2188,-114.5469,-91.3125,-46.32812,-4.03125,1.109375,-26.53125,-38.01562,-33.60938,-17.96875,-4.03125,37.53125,6.234375,-24.32812,-72.73438,-89.60938,-70.53125,-29.95312,-33.60938,-13.8125,4.03125,-22.85938,-42.90625,-9.90625,9.171875,-4.765625,-12.34375,-9.40625,44.375,25.3125,-15.53125,-58.5625,-53.42188,-49.01562,-39,-18.45312,-55.625,-53.42188,-60.01562,-44.85938,-38.5,-26.53125,-48.78125,-24.8125,19.4375,39.25,30.20312,12.59375,-1.09375,5.015625,4.28125,8.4375,-18.21875,-17.23438,-28,-55.375,-63.9375,-46.09375,-45.59375,-71.76562,-68.82812,-48.28125,-32.64062,-76.40625
-4.09375,-69.375,-211.4375,-400.9219,-487.4688,-575.7344,-606.5469,-498.2344,-458.625,-365.2188,-197.25,-103.375,-36.375,-13.14062,-15.59375,-24.64062,-25.125,-59.60938,-37.59375,-24.15625,-3.125,2.75,-51.29688,-62.04688,-18.03125,-11.1875,-39.54688,-62.78125,-41.51562,-56.42188,-85.03125,-68.89062,-50.5625,-39.3125,-8.75,-19.01562,8.859375,22.79688,-14.85938,-16.32812,-19.01562,-14.375,-40.53125,-47.85938,-6.296875,-9.71875,-32.46875,-45.90625,-24.64062,-30.01562,0.0625,13.98438,20.84375,31.59375,3.234375,8.375,-17.54688,-26.34375,-10.70312,-30.26562,-4.34375,-9.71875,-24.64062,-20.23438,-14.375,-8.5,-15.34375,-19.26562,-18.03125,-45.17188,-33.6875
-27.76562,-17.25,-121.1562,-402.5781,-581.5469,-661.5,-632.8906,-378.8594,-163.9531,-102.3281,-77.15625,-15.53125,17.95312,25.78125,10.875,26.26562,18.45312,7.6875,4.75,-19.20312,-32.15625,6.21875,0.59375,-16.51562,-17.73438,-3.796875,-31.67188,1.828125,27.5,13.79688,-5.265625,7.203125,-3.5625,-23.10938,4.75,39.96875,59.28125,39.46875,1.09375,-6.25,15.51562,40.9375,46.32812,79.32812,44.60938,-18.21875,-56.125,-15.04688,-0.140625,-41.45312,-4.296875,20.15625,0.84375,2.796875,3.296875,0.84375,-14.79688,-39.25,-29.71875,-16.51562,3.296875,8.171875,8.171875,-31.92188,-19.9375,21.625,46.5625,63.4375,36.54688,28.96875,33.60938
-66.125,-46.32812,-108.9219,-317.2344,-599.625,-762.2188,-741.4375,-482.75,-218.4531,-95.71875,-51.95312,-48.76562,-20.65625,-12.34375,-20.40625,-15.76562,-11.60938,-28.96875,-25.29688,-37.28125,-68.8125,-62.21875,-15.28125,-48.28125,-33.375,-50,-76.15625,-103.5312,-57.8125,-36.0625,-51.70312,-79.09375,-88.14062,-67.10938,-82.51562,-36.54688,-56.34375,-61.48438,-45.84375,-61.96875,-55.375,-39.23438,-57.57812,-65.64062,-29.9375,-17.96875,7.703125,16.01562,11.85938,-28.96875,-37.53125,-50.73438,-67.84375,-80.5625,-72,-76.64062,-22.85938,-29.9375,-17.96875,7.953125,-15.03125,-24.07812,18.95312,52.20312,71.03125,49.76562,-14.54688,-53.17188,-20.89062,4.53125,29.95312
-16.54688,-36.82812,-176.2031,-428.2812,-465.6875,-416.7812,-366.6562,-359.3281,-371.0625,-367.6406,-372.7812,-386.4688,-367.8906,-348.8125,-344.4219,-357.8594,-337.8125,-215.0781,-65.9375,9.375,3.5,10.84375,12.54688,-9.453125,-21.4375,-33.90625,-29.5,-29.01562,-54.4375,-53.46875,-6.515625,-35.85938,-41.96875,-30.23438,-8.71875,-7.5,-1.875,-7.5,-38.29688,-0.65625,-14.57812,-16.54688,11.57812,11.57812,15,-23.14062,-6.765625,-23.39062,-17.03125,-9.453125,-17.51562,24.04688,38.71875,21.10938,9.859375,12.79688,14.51562,4.96875,-38.29688,-35.375,-28.03125,-6.515625,-14.57812,-6.765625,-16.29688,18.17188,26,-3.09375,-1.140625,11.32812,4.484375
-3.671875,-11.73438,-30.3125,-158.6719,-597.5469,-799.75,-631.2969,-311.9844,-119.7969,-80.6875,-9.53125,45.71875,16.14062,-21.51562,-13.9375,25.1875,11.5,-14.17188,-45.23438,-40.09375,-15.64062,-15.40625,-0.234375,22.5,35.70312,11.73438,-7.09375,-13.6875,22.01562,-27.625,-23.46875,0.5,-19.0625,-4.640625,7.828125,12.46875,6.359375,-17.10938,-28.84375,-13.4375,-24.20312,-36.92188,-78.71875,-55.5,-52.07812,-51.09375,-44,-81.90625,-59.90625,-22,-34.95312,-60.14062,-33.25,-15.40625,-24.20312,-30.5625,9.78125,4.15625,6.84375,6.109375,-0.484375,-46.45312,-37.89062,-9.78125,15.15625,-4.390625,20.04688,40.82812,28.125,17.60938,-0.484375
